age,balance,duration,pdays,unemployment,married,education,housing,default,loan,y
45,1477,355,-1,0,1,1,1,0,0,no
31,0,40,-1,0,1,1,1,0,0,no
54,8,143,-1,0,1,0,1,0,0,no
39,399,133,-1,0,0,1,1,0,1,no
56,-435,185,-1,0,0,1,1,1,1,no
35,2830,22,-1,0,0,1,0,0,0,no
34,15,184,-1,0,1,1,0,0,0,no
31,125,78,-1,0,0,1,0,0,0,no
38,45,125,-1,0,1,1,0,0,0,no
41,13,189,-1,0,1,1,0,0,0,no
44,0,300,-1,0,1,1,1,0,0,no
49,579,396,-1,0,1,1,1,0,0,no
30,432,340,-1,0,0,1,1,0,0,no
31,1987,55,-1,0,0,1,1,0,0,no
34,857,238,-1,0,1,1,1,0,0,no
70,15834,172,186,0,1,1,0,0,0,no
45,3370,36,-1,0,1,1,0,0,0,no
31,6290,303,-1,0,1,1,0,0,0,no
57,808,417,-1,0,1,1,0,0,0,no
40,4075,162,-1,0,1,0,1,0,0,no
28,373,10,344,0,1,1,1,0,0,no
44,-101,99,-1,0,0,1,1,0,0,no
49,3250,32,-1,0,0,1,0,0,0,no
46,1375,308,-1,0,1,1,1,0,0,no
34,180,298,-1,0,1,1,0,0,0,no
58,175,92,-1,0,1,1,0,0,0,no
52,381,288,-1,0,1,1,0,0,1,no
27,2171,130,323,0,1,1,1,0,0,no
48,340,255,-1,0,1,1,1,0,0,no
33,10,167,-1,0,0,1,1,1,1,no
46,4958,64,150,0,1,1,1,0,0,no
51,21244,166,-1,0,1,0,0,0,1,no
31,156,657,-1,0,1,1,0,0,0,yes
35,473,434,-1,0,0,1,1,0,1,no
37,781,75,-1,0,0,1,0,0,0,no
60,0,40,-1,0,1,0,0,0,0,no
40,1819,398,-1,0,1,1,0,0,0,no
50,4374,163,113,0,1,1,1,0,0,no
34,456,137,-1,0,1,1,1,0,1,no
32,253,257,-1,0,1,1,1,0,0,no
36,774,231,259,0,0,1,1,0,0,no
32,-59,192,-1,0,0,1,0,0,1,no
40,-81,186,-1,0,0,1,0,0,1,no
37,0,226,363,0,1,0,1,0,0,no
57,0,67,-1,0,1,1,1,0,0,no
46,-3,205,-1,0,1,1,0,0,0,no
31,2488,14,-1,0,0,0,1,0,0,no
39,3,488,-1,0,0,1,0,1,0,yes
35,839,50,-1,0,1,1,1,0,0,no
32,103,312,-1,0,1,0,0,0,0,no
44,316,163,-1,0,0,1,1,0,0,no
41,1680,76,-1,0,0,1,1,0,0,no
59,7179,150,-1,0,0,0,0,0,0,no
39,247,244,-1,0,1,1,1,0,0,no
54,8295,207,-1,0,1,1,0,0,0,yes
27,261,113,-1,0,0,1,1,0,1,no
51,95,1309,-1,0,1,1,1,0,0,yes
33,291,72,-1,0,0,1,0,0,0,no
38,2240,551,183,0,1,0,1,0,0,no
52,0,163,-1,0,1,1,0,0,0,no
54,1295,179,-1,0,0,1,1,0,0,no
33,324,217,-1,0,1,0,1,0,0,no
50,669,88,-1,0,1,1,1,0,0,no
39,4143,21,-1,0,0,1,1,0,1,no
34,2646,142,-1,0,0,1,0,0,0,yes
41,618,1056,-1,0,0,1,0,0,0,no
48,541,72,363,0,0,1,1,0,0,no
38,434,411,-1,0,1,1,1,0,0,no
34,622,145,-1,0,1,1,1,0,0,no
32,0,80,-1,0,1,1,1,0,0,no
48,99,344,-1,0,1,1,1,0,0,no
28,290,128,-1,0,0,1,1,0,0,no
47,1230,412,169,0,1,1,1,0,0,yes
32,45,908,344,0,0,1,1,0,1,no
32,923,819,-1,0,1,1,1,0,0,no
38,950,210,-1,0,1,1,0,0,0,no
86,1503,165,101,0,1,1,0,0,0,no
47,65,118,-1,0,1,1,0,0,0,no
42,-679,159,343,0,1,0,1,0,1,no
44,773,618,-1,0,1,1,0,0,1,no
25,10788,102,210,0,0,0,0,0,0,no
34,991,89,344,0,0,1,1,0,0,no
34,247,401,-1,0,1,1,0,0,0,yes
53,4143,200,-1,0,1,0,0,0,0,no
42,-406,152,-1,0,1,0,1,0,0,no
30,180,203,183,0,0,1,0,0,0,no
26,-887,827,-1,0,0,0,1,0,0,yes
40,4157,735,-1,0,1,1,1,0,0,no
34,1386,185,-1,0,0,1,1,0,1,no
34,2211,149,-1,0,1,1,0,0,0,no
40,-495,303,-1,0,1,1,0,0,1,no
36,27359,71,-1,0,1,1,1,0,0,no
34,440,445,345,0,0,1,1,0,0,no
32,135,232,-1,0,0,1,1,0,0,no
39,-735,144,248,0,1,1,1,0,0,no
36,60,209,-1,0,1,1,0,0,0,no
39,902,691,180,0,0,1,1,0,0,yes
33,18347,415,-1,0,1,0,1,0,0,no
34,-72,273,-1,0,0,1,1,0,0,no
42,1205,376,-1,0,1,1,0,0,0,yes
46,499,37,-1,0,1,1,1,0,0,no
32,656,148,-1,0,0,1,1,0,1,no
27,100,57,-1,0,1,1,0,0,0,no
35,69,461,-1,0,0,1,1,0,0,no
53,619,198,-1,0,1,0,0,0,0,no
29,192,327,-1,0,0,1,0,0,0,no
35,0,669,-1,0,0,1,0,0,0,no
49,87,165,-1,0,1,1,0,0,0,no
58,3228,58,-1,0,1,1,0,0,0,no
40,1361,1473,-1,0,0,1,0,0,0,yes
19,0,123,-1,0,0,0,0,0,0,no
30,34,289,-1,0,0,1,1,0,0,no
34,318,239,-1,0,0,1,0,0,1,no
60,197,1386,-1,0,1,1,0,0,0,no
28,0,294,105,0,0,1,0,0,0,yes
46,273,910,184,0,1,1,1,0,0,yes
49,15,550,-1,0,0,0,1,0,0,no
59,7813,75,-1,0,0,1,1,0,0,no
44,-27,100,-1,0,0,1,1,0,1,no
33,75,204,-1,0,1,1,0,0,0,no
54,1139,155,177,0,1,1,1,0,0,no
26,115,46,-1,0,1,1,1,0,0,no
54,0,1366,150,0,1,1,0,0,0,no
48,7195,609,-1,0,1,0,0,0,0,yes
30,-477,1532,-1,0,0,1,0,0,1,yes
29,1026,226,92,0,0,1,0,0,0,yes
51,3921,168,-1,0,1,1,1,0,0,no
53,980,352,-1,1,1,0,1,0,0,yes
43,-179,335,-1,0,1,1,1,0,0,no
34,2552,74,-1,0,1,1,1,0,1,no
40,1729,85,-1,0,1,1,1,0,0,no
43,434,117,-1,0,1,1,1,0,0,no
33,-300,184,-1,0,0,1,1,0,1,no
66,4785,72,-1,0,1,1,0,0,0,no
44,-329,171,-1,0,0,1,1,0,0,no
33,0,44,-1,0,1,1,1,0,0,no
31,391,336,-1,0,0,1,0,0,0,no
71,4657,93,-1,0,1,0,0,0,0,yes
22,3472,332,183,0,0,0,0,0,0,yes
46,705,398,-1,1,0,1,0,0,0,no
32,255,86,-1,0,1,1,1,0,1,no
45,4365,45,-1,0,1,1,0,0,1,no
32,350,110,-1,0,1,1,1,0,0,no
49,474,152,221,0,1,0,1,0,1,no
27,489,356,-1,0,0,1,1,0,0,yes
46,757,382,-1,0,1,1,0,0,0,no
37,695,233,-1,0,0,1,0,0,0,no
30,-770,87,-1,1,0,1,1,1,0,no
44,80,387,-1,0,0,1,1,0,1,no
45,315,103,-1,0,1,1,1,0,0,no
27,213,378,-1,0,0,1,0,0,0,yes
57,0,257,-1,0,1,0,0,0,0,no
66,2169,282,-1,0,1,1,0,0,0,no
40,212,176,-1,0,0,1,0,0,0,no
48,333,24,-1,0,1,1,1,0,0,no
33,4404,766,-1,0,0,1,1,0,0,no
42,257,955,-1,0,0,1,1,0,0,yes
47,3188,426,-1,1,1,1,1,0,0,no
27,3083,244,-1,0,0,1,1,0,0,no
78,226,136,-1,0,1,1,0,0,0,no
50,1260,172,-1,0,1,0,0,0,0,no
46,1410,93,189,0,0,1,1,0,0,no
41,6046,300,182,0,0,1,1,0,1,yes
36,980,118,104,0,0,1,0,0,0,no
49,-37,191,-1,0,1,0,0,0,0,no
46,-154,107,-1,0,0,1,1,0,1,no
77,680,513,89,0,1,0,0,0,0,no
30,799,91,-1,0,0,1,1,0,1,no
43,-1164,76,-1,0,0,1,1,1,1,no
44,2523,1236,-1,0,1,1,1,0,0,no
40,98,193,-1,0,1,0,1,0,0,no
38,3419,324,-1,0,1,0,1,0,0,no
25,343,377,-1,1,0,1,0,0,0,yes
49,852,408,-1,0,1,1,1,0,0,no
33,50,246,-1,0,1,0,1,0,0,no
40,0,58,-1,0,0,1,0,0,0,no
44,10,196,-1,0,1,0,1,0,0,no
32,950,219,-1,0,1,1,1,0,1,no
52,0,197,-1,0,1,1,1,0,0,no
35,175,257,-1,0,1,1,1,0,0,no
35,-259,381,247,0,1,1,1,0,0,no
32,6217,486,-1,0,1,1,1,0,1,no
42,-1310,162,-1,0,1,1,1,0,1,no
59,139,153,-1,0,1,0,0,0,0,no
44,7138,809,-1,0,0,1,0,0,0,yes
50,1111,50,-1,0,0,1,1,0,0,no
27,113,39,-1,0,0,1,0,0,0,no
55,-612,131,-1,0,0,1,0,0,0,no
54,310,526,258,0,1,0,1,0,0,no
31,-186,172,-1,1,0,1,1,0,0,no
56,2038,405,305,0,1,0,0,0,0,no
51,833,77,-1,0,1,1,0,0,0,no
61,625,158,-1,0,1,0,1,0,0,no
34,105,146,171,0,0,1,1,0,0,no
56,551,27,-1,0,1,0,0,0,0,no
29,145,105,-1,0,0,0,0,0,0,no
34,618,119,-1,0,0,1,1,0,0,no
35,1063,327,-1,0,0,1,1,0,1,no
56,985,150,-1,0,0,1,0,0,1,no
45,2926,482,120,0,1,1,1,0,1,no
31,-449,81,-1,0,0,1,1,0,0,no
37,66,1164,-1,0,0,1,0,0,0,yes
43,0,674,-1,0,1,1,1,0,0,no
40,419,347,-1,0,1,0,1,0,0,no
44,4758,712,-1,0,1,0,1,0,0,yes
38,-23,48,-1,0,0,1,0,0,0,no
58,1573,279,-1,0,0,1,1,0,1,no
24,77,236,-1,0,0,1,1,0,0,no
53,1378,91,-1,0,1,1,1,0,0,no
36,-73,15,-1,0,1,1,1,0,1,no
28,60,161,337,0,1,0,1,0,0,no
45,137,187,-1,0,1,0,1,0,1,no
32,1583,100,182,0,0,1,1,0,0,no
46,-121,214,-1,0,1,1,1,0,1,no
28,1065,406,317,0,0,1,1,0,1,no
51,-13,361,364,1,1,1,1,0,0,no
51,1869,30,-1,0,1,0,0,0,0,no
30,4787,99,-1,0,0,1,1,0,0,no
39,-183,202,-1,0,1,1,1,1,0,no
28,702,318,-1,0,1,0,1,0,0,no
31,1494,275,-1,0,0,1,0,0,0,no
31,0,59,-1,0,1,0,1,0,1,no
38,46,70,-1,0,1,1,0,0,0,no
31,609,1126,335,0,0,1,1,0,0,no
74,4079,343,-1,0,0,1,0,0,0,yes
40,0,228,182,0,0,1,1,0,0,yes
43,7876,209,-1,0,1,1,1,0,0,no
34,925,709,-1,0,0,1,1,0,0,yes
54,7010,275,-1,0,0,1,0,0,0,no
51,42,51,342,0,1,0,1,0,0,no
33,285,267,-1,0,1,1,0,0,1,no
41,0,95,-1,0,1,1,0,0,0,no
33,3170,246,-1,0,0,1,0,0,0,no
48,8,46,-1,0,1,1,0,0,1,no
42,216,144,-1,0,0,1,1,0,0,no
35,2975,249,-1,0,0,1,0,0,0,no
25,894,328,-1,0,1,1,1,0,0,no
38,490,17,-1,0,0,0,1,0,1,no
45,245,126,-1,0,1,1,1,0,0,no
59,0,52,-1,0,0,1,1,0,0,no
47,150,52,-1,0,1,0,0,0,0,no
33,4,285,-1,0,1,1,1,0,0,no
59,1727,500,358,0,1,0,0,0,0,yes
41,664,955,-1,0,0,0,0,0,1,yes
42,473,216,-1,0,1,1,1,0,0,no
51,0,84,-1,0,0,1,0,0,0,no
45,-192,138,-1,0,1,1,1,0,0,no
30,1942,436,178,0,1,1,1,0,1,yes
33,5137,123,-1,0,0,1,1,0,0,no
43,13044,36,-1,0,1,1,0,0,0,no
37,1053,405,-1,0,1,1,0,0,0,no
73,154,103,-1,0,1,0,0,0,0,no
43,625,175,-1,0,1,1,1,0,0,no
52,255,374,-1,1,1,0,0,0,1,no
44,529,129,-1,0,1,1,1,0,0,no
56,318,246,-1,0,1,1,0,0,1,no
21,1903,107,-1,0,0,1,1,0,0,no
43,1937,385,-1,0,1,1,0,0,0,no
54,3859,104,-1,0,1,0,0,0,1,no
59,4198,309,91,0,1,0,0,0,0,yes
52,230,198,170,0,1,0,1,0,0,no
31,747,543,-1,0,0,1,1,0,0,yes
53,263,143,-1,0,1,1,0,0,1,no
24,-46,23,-1,0,0,1,1,0,0,no
57,0,104,-1,0,1,1,0,0,1,no
48,568,378,386,0,1,1,1,0,0,yes
57,1469,364,-1,0,1,1,1,0,0,no
51,18,363,-1,0,1,1,0,0,1,no
50,201,248,-1,0,0,1,1,0,0,no
34,1412,157,-1,0,1,1,1,0,1,no
43,-93,402,-1,0,1,0,1,0,0,no
31,-331,203,-1,0,1,1,1,0,0,no
29,486,422,363,0,1,0,1,0,0,no
39,694,44,-1,0,1,0,1,0,0,no
36,2806,358,-1,0,0,1,1,0,0,no
38,0,39,-1,1,0,1,0,0,0,no
56,2959,325,-1,0,0,1,1,0,0,no
41,22,238,126,0,0,0,1,0,0,no
47,1167,968,87,0,1,1,1,0,0,yes
38,35,156,273,0,0,1,1,0,0,no
80,8304,681,118,0,1,1,0,0,0,no
37,4760,187,-1,0,1,1,1,0,0,no
44,-1313,104,-1,0,0,1,1,0,1,no
33,697,860,-1,0,0,1,0,0,0,yes
53,230,112,-1,0,1,1,0,0,1,no
69,473,112,78,0,1,1,0,0,0,no
46,1427,32,-1,0,1,1,1,0,0,no
30,201,325,-1,0,0,1,1,0,0,yes
31,1086,410,-1,0,0,1,0,0,0,no
38,4335,640,-1,0,0,1,1,0,0,no
34,44,118,-1,0,0,1,0,0,0,no
48,286,166,-1,0,1,0,0,0,0,no
46,216,173,-1,0,0,0,0,0,0,no
42,214,21,-1,0,1,1,1,0,0,no
41,343,89,-1,0,1,1,1,0,0,no
33,-77,151,-1,0,1,1,1,0,0,no
39,1046,112,-1,0,1,0,0,0,0,no
27,1566,164,-1,0,0,1,0,0,0,no
26,592,145,164,0,0,1,0,0,0,no
38,104,606,-1,0,0,1,1,0,0,yes
48,0,105,-1,0,1,1,1,0,0,no
54,-22,85,-1,0,1,1,0,0,1,no
51,0,439,-1,0,1,1,0,0,0,no
47,72,278,-1,0,1,1,0,0,0,no
53,100,205,-1,0,1,1,0,0,0,no
35,319,221,-1,0,1,0,1,0,0,no
58,9339,52,172,0,1,1,1,0,0,no
52,50,84,-1,0,0,1,1,0,0,no
57,32,476,-1,0,1,1,1,1,0,no
52,6922,371,-1,0,1,1,0,0,0,no
35,633,128,-1,0,0,1,1,0,0,no
48,4265,220,-1,0,1,1,1,0,0,no
46,2262,44,-1,0,1,1,0,0,0,no
39,1970,30,404,0,1,1,1,0,0,no
38,1513,330,342,0,0,1,0,0,0,no
34,4659,28,-1,0,1,1,1,0,0,no
47,668,908,-1,0,1,0,0,0,0,no
35,649,177,-1,0,0,1,0,0,0,no
46,452,113,-1,0,0,0,1,0,0,no
27,-145,289,-1,0,0,1,1,0,0,no
31,-498,357,-1,0,1,1,1,0,0,no
31,0,38,-1,0,0,1,0,0,0,no
46,22,414,-1,0,1,1,1,0,0,no
31,2304,257,-1,0,1,1,1,0,0,no
33,1412,480,-1,0,1,1,1,0,0,yes
42,145,252,-1,0,1,0,0,0,0,no
33,4897,151,-1,0,0,0,1,0,0,no
40,1832,213,-1,0,1,0,0,0,0,no
51,3726,119,-1,0,1,0,0,0,1,no
31,591,161,-1,1,1,1,0,0,0,no
62,0,227,-1,0,0,1,0,0,0,yes
24,508,12,374,0,0,1,1,0,0,no
48,817,517,282,1,1,1,0,0,0,yes
41,348,225,275,0,0,1,1,0,0,no
43,291,150,-1,0,1,1,1,0,0,no
52,3554,89,-1,0,1,1,0,0,1,no
54,781,103,-1,0,1,0,1,0,0,no
32,267,128,-1,0,0,1,0,0,0,no
38,1327,277,-1,0,1,0,1,0,0,no
41,-306,500,-1,0,1,0,1,0,0,yes
31,864,113,-1,0,0,0,1,0,0,no
35,1265,326,179,0,1,1,1,0,0,yes
26,0,755,-1,0,1,1,0,0,0,no
52,214,161,-1,0,1,1,0,0,0,no
58,425,100,-1,0,1,1,1,0,1,no
57,3,142,-1,0,1,1,0,0,0,no
34,0,214,-1,0,1,1,1,0,0,no
59,0,167,-1,0,1,0,0,0,0,no
27,282,676,-1,0,0,1,0,0,1,no
42,0,236,-1,0,1,1,0,0,0,no
47,3727,993,-1,0,0,1,0,0,0,yes
33,0,83,-1,0,1,1,1,0,1,no
31,864,100,-1,0,0,1,1,0,0,no
37,4089,289,174,0,1,1,1,0,0,yes
29,-478,528,-1,0,1,1,0,0,1,no
38,-363,340,-1,1,1,0,0,0,0,no
35,8883,33,-1,0,1,1,0,0,0,no
31,1970,284,-1,0,0,1,0,0,0,no
62,1859,245,-1,0,1,1,0,0,0,yes
32,1059,115,-1,0,0,1,1,0,0,no
31,388,730,-1,0,1,1,1,0,0,no
51,602,347,284,0,0,0,1,0,0,no
29,0,58,-1,0,0,1,0,0,0,no
43,255,180,-1,0,1,0,1,0,0,no
36,63,56,-1,0,1,1,1,0,0,no
34,712,326,-1,0,1,0,1,0,0,no
29,57,342,-1,0,1,1,1,0,0,no
57,523,49,-1,0,1,1,0,0,1,no
43,422,110,-1,0,1,1,0,0,0,no
33,386,253,92,0,1,1,0,0,0,yes
60,3387,636,-1,0,1,1,0,0,0,no
51,260,137,-1,0,1,0,0,0,0,no
40,-1,173,-1,0,0,1,0,0,0,no
51,1490,227,-1,0,1,1,1,0,0,no
38,497,88,-1,0,1,1,1,0,1,no
35,1707,426,-1,0,1,1,1,0,0,no
47,826,195,112,0,1,1,1,0,0,no
45,907,230,-1,0,1,0,0,0,0,no
40,1836,750,-1,0,1,1,1,0,0,yes
29,404,413,-1,0,0,1,0,0,0,no
52,907,104,-1,0,0,1,1,0,0,no
26,18,138,-1,0,1,1,1,0,1,no
31,-495,334,-1,0,0,0,1,0,0,no
55,1210,868,-1,0,1,0,1,0,0,no
35,819,102,-1,0,1,1,1,0,0,no
56,442,77,-1,0,0,1,0,0,0,no
28,-46,199,92,0,0,1,1,0,0,yes
27,671,332,-1,0,0,1,1,0,0,no
30,371,124,-1,0,1,1,0,0,0,no
51,-3,91,-1,0,1,1,0,0,0,no
33,11,104,-1,0,1,1,1,0,0,no
32,33,125,368,0,0,1,1,0,0,no
43,104,635,-1,0,1,1,1,0,0,yes
46,174,90,-1,0,1,0,0,0,1,no
32,3107,310,-1,0,1,1,1,0,1,no
40,1438,207,351,0,1,1,1,0,0,no
39,1367,43,-1,0,1,1,0,0,0,no
51,-11,126,-1,0,1,0,0,0,0,no
46,1693,137,97,0,0,1,1,0,0,no
43,778,284,-1,0,1,0,1,0,1,no
36,837,68,-1,0,1,1,0,0,0,no
48,363,67,-1,0,1,1,0,0,0,no
26,236,8,-1,0,0,1,1,0,1,no
39,0,62,-1,0,0,0,1,0,0,no
47,-50,175,-1,0,1,1,0,0,1,no
23,4,395,-1,0,0,0,1,0,0,yes
54,26306,27,84,0,0,1,1,0,0,no
38,46,195,-1,0,1,1,1,0,1,no
33,575,254,-1,0,1,1,0,0,1,no
35,148,199,-1,0,0,1,0,0,1,no
52,431,73,-1,0,1,1,0,0,0,no
25,777,351,-1,0,0,1,1,0,0,no
29,199,1689,-1,0,1,1,1,0,1,yes
35,3552,267,-1,0,0,1,0,0,0,no
49,47,234,-1,0,1,1,0,0,0,no
41,3823,234,-1,0,0,1,0,0,0,no
32,138,94,-1,0,1,1,0,0,0,no
29,1117,77,-1,0,0,1,1,0,0,no
28,1325,242,-1,0,1,1,1,0,0,no
59,0,247,-1,0,1,1,0,0,0,no
34,4343,85,-1,0,1,1,0,0,0,no
55,1598,607,-1,0,0,1,0,0,0,no
34,3301,485,227,0,1,1,1,0,0,yes
24,822,184,91,0,0,1,0,0,0,yes
42,-280,258,-1,0,0,1,1,0,0,no
34,1534,156,147,0,0,0,1,0,0,no
34,1671,160,-1,0,1,1,0,0,0,no
51,2007,1021,-1,0,1,1,0,0,0,no
58,0,5,-1,0,1,0,1,0,0,no
44,2776,701,-1,0,1,1,1,0,0,yes
33,139,732,291,0,1,1,1,0,1,yes
34,573,122,-1,0,1,1,0,0,0,no
34,475,559,-1,0,1,1,1,0,0,no
42,47,141,-1,0,0,1,1,0,1,no
46,2154,87,-1,0,0,1,1,0,0,no
31,96,577,-1,0,0,1,0,0,0,no
39,83,193,-1,0,1,1,1,0,0,no
34,6766,210,-1,0,0,1,0,0,0,no
47,3973,732,-1,0,1,1,0,0,0,no
42,372,121,-1,0,0,1,1,0,1,no
48,-552,150,-1,0,0,1,0,0,1,no
30,48,140,-1,0,0,1,0,0,0,no
38,7696,386,-1,0,1,1,1,0,0,no
24,4500,733,-1,0,1,1,1,0,0,yes
34,1,108,-1,0,1,1,1,0,0,no
46,46,80,152,0,0,1,0,0,1,no
32,-18,155,-1,0,0,1,1,1,0,no
46,451,389,-1,0,1,1,1,0,1,no
26,479,133,-1,0,1,1,1,0,0,no
42,0,328,-1,0,1,1,1,0,0,no
50,1130,119,-1,0,1,1,1,0,0,no
41,389,87,-1,0,1,0,1,0,0,no
34,10,162,173,0,0,1,0,0,1,no
32,401,294,-1,0,1,1,1,0,0,no
58,145,128,-1,0,0,1,1,0,1,no
45,115,108,-1,0,1,1,1,0,0,no
28,89,172,-1,0,0,1,1,0,1,no
35,94,208,-1,0,1,1,1,0,1,no
39,1438,212,-1,0,1,1,1,0,0,no
49,780,148,871,1,0,1,0,0,0,no
50,207,99,-1,0,1,1,1,0,0,no
37,238,185,92,0,1,1,0,0,0,yes
45,2433,133,-1,0,1,0,0,0,0,no
30,1924,170,-1,0,0,1,0,0,0,no
48,-471,668,-1,1,1,1,1,0,0,no
36,1531,81,170,0,0,1,1,0,0,no
41,764,230,-1,0,0,1,0,0,0,no
55,383,287,-1,0,1,1,0,0,0,no
70,3782,618,-1,0,1,0,0,0,0,no
41,326,788,-1,0,1,1,1,0,0,yes
47,691,285,-1,0,0,1,0,0,0,no
34,0,163,-1,0,0,1,0,0,0,no
33,99,159,-1,0,0,1,0,0,0,no
58,502,197,370,0,1,1,1,0,0,no
51,-15,212,-1,0,1,1,0,0,0,no
45,1929,44,-1,0,1,1,1,0,0,no
55,0,180,238,0,1,1,0,0,0,no
30,185,11,-1,0,0,0,0,0,0,no
33,-424,863,-1,0,0,1,1,0,0,no
27,0,388,-1,0,0,1,1,0,0,no
59,319,143,-1,0,1,1,1,0,0,no
34,171,191,294,0,0,1,1,0,0,no
47,-1148,62,-1,0,0,1,1,0,1,no
44,-11,13,-1,0,1,0,1,0,0,no
35,0,1073,-1,0,0,1,1,0,0,yes
45,-206,337,-1,0,1,1,1,0,0,no
42,704,88,-1,0,1,0,1,0,1,no
38,1931,167,298,0,1,1,0,0,0,no
34,943,96,-1,0,0,1,0,0,0,no
35,327,537,-1,0,1,1,1,0,0,no
29,-105,5,-1,0,0,1,1,0,0,no
58,983,139,-1,0,1,1,0,0,0,no
44,787,570,-1,0,0,0,1,0,0,no
45,0,100,-1,0,1,1,1,0,0,no
43,3060,253,-1,0,1,1,1,0,0,no
44,5780,525,-1,0,1,1,1,0,0,no
30,790,696,-1,0,0,1,0,0,0,no
38,1449,535,-1,1,1,1,0,0,0,no
50,1412,131,-1,0,1,1,0,0,0,no
21,681,6,-1,0,0,1,0,0,0,no
38,228,105,-1,0,1,1,1,0,0,no
42,0,370,-1,0,1,1,0,0,0,no
45,2087,29,-1,0,0,1,0,0,0,no
34,2,184,167,0,1,1,1,0,1,no
48,197,47,222,0,1,1,0,0,1,no
34,0,193,-1,0,1,1,0,0,1,no
32,1905,709,-1,0,1,1,1,0,0,yes
35,118,358,-1,0,1,1,0,0,0,no
39,2644,253,-1,0,1,1,1,0,0,no
36,16430,197,-1,0,1,1,1,0,0,no
35,13,94,-1,0,1,1,0,0,0,no
57,14,445,-1,0,0,1,0,0,1,no
28,769,153,371,0,0,1,1,0,0,no
43,3485,113,-1,0,1,0,0,0,0,no
57,139,80,-1,0,1,1,0,0,0,no
34,202,318,-1,0,0,1,1,0,0,no
36,6,100,435,0,1,1,1,0,0,no
47,2515,40,-1,0,0,1,0,0,0,no
36,5195,55,-1,0,0,1,1,0,0,no
33,2098,67,-1,0,1,1,0,0,0,no
57,320,76,-1,0,1,1,0,0,0,no
57,3431,73,-1,0,1,1,1,0,0,no
34,50,89,-1,0,1,1,1,0,0,no
51,370,109,-1,0,0,1,1,0,0,no
54,-182,98,-1,0,0,0,0,0,0,no
52,1623,21,-1,0,0,1,1,0,0,no
43,13342,465,-1,0,1,1,1,0,0,no
58,6570,106,-1,0,0,0,0,0,0,no
53,225,304,340,0,1,1,1,0,0,no
44,-665,342,-1,0,1,1,0,0,0,no
29,0,16,-1,0,0,1,0,0,0,no
27,54,543,-1,0,0,1,1,0,0,yes
35,46,338,-1,0,1,0,0,0,0,no
40,2,197,-1,0,1,1,0,0,0,no
34,103,956,-1,0,1,1,1,0,1,no
38,883,95,327,0,0,1,1,0,0,no
32,55,546,-1,0,1,1,1,0,0,no
41,8238,124,-1,0,1,1,1,0,1,no
25,913,113,-1,0,0,1,1,0,0,no
38,595,245,-1,0,0,1,1,0,0,no
26,7,188,-1,0,0,1,1,0,0,no
37,1661,199,-1,0,0,1,0,0,0,no
30,102,470,426,0,1,1,1,0,0,yes
36,338,90,-1,0,1,1,0,0,0,no
33,3132,350,-1,0,1,1,1,0,0,no
33,490,31,363,0,0,1,1,0,0,no
35,2682,156,-1,0,1,1,1,0,0,no
24,0,299,-1,0,1,1,1,0,0,no
29,596,510,-1,1,1,1,0,0,0,no
54,2059,177,-1,0,1,1,1,0,0,no
27,132,123,-1,0,1,1,0,0,0,no
34,0,270,-1,0,1,1,0,0,0,no
39,385,225,-1,0,1,0,1,0,0,no
38,223,63,-1,0,1,1,0,0,0,no
37,0,247,-1,0,1,1,1,0,0,no
26,512,206,239,0,0,1,1,0,1,no
36,1169,168,-1,0,1,1,1,0,0,no
35,71,836,-1,0,0,1,1,0,0,no
30,940,131,-1,0,0,1,0,0,0,no
25,-80,89,-1,0,0,1,1,0,1,no
34,0,116,-1,0,1,1,1,0,0,no
52,1317,58,-1,0,1,0,0,0,0,no
39,179,36,-1,0,1,1,0,0,0,no
34,1007,240,-1,0,1,1,1,0,0,no
34,0,132,-1,0,0,1,0,0,0,no
30,1286,544,-1,0,1,1,1,0,1,no
33,804,266,-1,0,1,1,1,0,1,no
30,4,443,-1,0,0,1,0,0,0,no
51,0,324,-1,0,1,0,1,0,0,no
36,417,15,207,0,0,1,1,0,0,no
48,1678,263,-1,0,1,0,0,0,0,no
37,532,199,-1,0,0,1,1,0,0,no
58,407,145,-1,0,1,1,1,0,0,no
56,659,56,-1,0,0,1,0,0,1,no
34,393,11,-1,0,1,1,1,0,0,no
33,661,411,173,0,0,1,1,0,0,no
26,0,165,-1,0,0,1,0,0,0,no
40,838,619,-1,0,0,0,1,0,0,no
35,195,203,-1,0,1,1,1,0,0,no
45,68,254,-1,0,1,1,1,0,0,no
37,-242,1149,-1,0,0,1,1,0,0,yes
35,321,189,-1,0,0,1,1,0,0,no
43,3403,707,97,0,0,1,1,0,0,yes
28,8,196,-1,0,1,1,1,0,0,no
32,739,171,-1,0,0,1,1,0,0,no
26,622,1451,-1,1,0,1,0,0,0,yes
35,152,563,-1,0,1,1,1,0,0,yes
35,2,239,-1,0,0,1,0,0,0,no
39,1439,73,-1,0,1,1,1,0,0,no
42,1491,203,334,0,0,1,1,0,0,no
32,6402,158,167,0,0,1,1,0,0,no
30,1210,100,-1,1,1,1,0,0,0,no
26,122,160,-1,0,0,1,0,0,1,no
30,0,661,-1,0,0,1,1,0,0,no
32,62,166,-1,0,1,1,1,0,0,no
47,3333,114,-1,0,1,1,1,0,1,no
33,16992,58,-1,0,1,1,1,0,0,no
